Timestamp,Name,CPUPerc,MemUsage,NetIO,BlockIO
2025-12-06 13:26:10,nats.org1.esign.com,0.42%,7.004MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:26:10,couchdb.peer1.org2,2.88%,98.39MiB / 3.518GiB,1.36MB / 1.06MB,23.4MB / 14MB
2025-12-06 13:26:10,nats.org2.esign.com,0.06%,12.34MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:26:10,couchdb.peer1.org1,4.76%,113.6MiB / 3.518GiB,2.93MB / 1.93MB,27.5MB / 25.1MB
2025-12-06 13:26:10,couchdb.peer0.org2,4.05%,103.5MiB / 3.518GiB,1.36MB / 1.06MB,29.7MB / 13.9MB
2025-12-06 13:26:10,couchdb.peer0.org1,4.56%,116MiB / 3.518GiB,2.93MB / 1.94MB,33.4MB / 24.9MB
2025-12-06 13:26:18,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,12.45MiB / 3.518GiB,338kB / 169kB,15.2MB / 0B
2025-12-06 13:26:18,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,14.98MiB / 3.518GiB,9.25MB / 3.66MB,15.3MB / 0B
2025-12-06 13:26:18,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,9.992MiB / 3.518GiB,11.7kB / 11.4kB,14.4MB / 0B
2025-12-06 13:26:18,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.04MiB / 3.518GiB,12.3kB / 11.8kB,15.2MB / 0B
2025-12-06 13:26:18,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:26:18,peer0.org1.esign.com,4.33%,176.9MiB / 3.518GiB,66.3MB / 61.6MB,26.3MB / 46.6MB
2025-12-06 13:26:18,peer1.org2.esign.com,4.74%,145.7MiB / 3.518GiB,24.4MB / 6.19MB,19.4MB / 20.4MB
2025-12-06 13:26:18,peer1.org1.esign.com,4.62%,172.6MiB / 3.518GiB,28.6MB / 27.5MB,33.2MB / 46.1MB
2025-12-06 13:26:18,peer0.org2.esign.com,4.75%,140.6MiB / 3.518GiB,24.4MB / 24.8MB,16.4MB / 20.6MB
2025-12-06 13:26:18,orderer.esign.com,0.12%,65.14MiB / 3.518GiB,19.8MB / 38.2MB,71.7MB / 38.1MB
2025-12-06 13:26:18,nats.org1.esign.com,0.41%,7.004MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:26:18,couchdb.peer1.org2,1.83%,98.39MiB / 3.518GiB,1.36MB / 1.06MB,23.4MB / 14MB
2025-12-06 13:26:18,nats.org2.esign.com,0.17%,12.59MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:26:18,couchdb.peer1.org1,0.62%,113.6MiB / 3.518GiB,2.93MB / 1.93MB,27.5MB / 25.1MB
2025-12-06 13:26:18,couchdb.peer0.org2,0.99%,104.2MiB / 3.518GiB,1.36MB / 1.06MB,29.7MB / 13.9MB
2025-12-06 13:26:18,couchdb.peer0.org1,3.62%,116.1MiB / 3.518GiB,2.93MB / 1.94MB,33.4MB / 24.9MB
